id,create_date,modify_date,name,location,lat,lon,num_id,source,station_id,stop_id,type,version,status
XBUS_00000022,2021/5/13 2:03:16,2021/5/13 3:00:50,海城新村,海城路 西侧,22.56463,113.8673,22,XXT,E_XX0894,34455,1,2021/5/13 2:03:16,
XBUS_00000023,2021/5/13 2:03:16,2021/5/13 3:00:50,宝安区中心血站,新安西路 西侧,22.545137,113.89269,23,XXT,E_XA0772,34456,1,2021/5/13 2:03:16,
XBUS_00000024,2021/5/13 2:03:16,2021/5/13 3:00:50,宝安区中心血站,新安西路 东侧,22.5442,113.891882,24,XXT,E_XA0774,34457,1,2021/5/13 2:03:16,
XBUS_00000025,2021/5/13 2:03:16,2021/5/13 3:00:50,安托山总站,无名路 西侧,22.544392,113.998907,25,XXT,B1A0011,34458,2,2021/5/13 2:03:16,
XBUS_00000026,2021/5/13 2:03:16,2021/5/13 3:00:50,安托山总站,无名路 西侧,22.544394,113.998908,26,XXT,B1A0011,34459,3,2021/5/13 2:03:16,
XBUS_00000027,2021/5/13 2:03:16,2021/5/13 3:00:50,坪洲新村总站,海城路 西侧,22.559248,113.862456,27,XXT,E_XX0896,34460,1,2021/5/13 2:03:16,
XBUS_00000028,2021/5/13 2:03:16,2021/5/13 3:00:50,麻布村第二工业区,洲石玉支路 东侧,22.696287,113.892067,28,XXT,E_SY0759,34461,1,2021/5/13 2:03:16,
XBUS_00000029,2021/5/13 2:03:16,2021/5/13 3:00:50,麻布村第二工业区,洲石玉支路 西侧,22.703185,113.889838,29,XXT,E_SY0758,34462,1,2021/5/13 2:03:16,
XBUS_00000030,2021/5/13 2:03:16,2021/5/13 3:00:50,赤湾接驳站,赤湾六路 北侧,22.478148,113.898459,30,XXT,B_ZS0268,34463,1,2021/5/13 2:03:16,
XBUS_00000031,2021/5/13 2:03:16,2021/5/13 3:00:50,西乡宝城花园,海城路 东侧,22.568301,113.870276,31,XXT,E_XX0898,34464,1,2021/5/13 2:03:16,
XBUS_00000032,2021/5/13 2:03:16,2021/5/13 3:00:50,深圳北站交通枢纽公交场站,民塘路 南侧,22.611125,114.033383,32,XXT,A0I0019,34465,3,2021/5/13 2:03:16,
XBUS_00000033,2021/5/13 2:03:16,2021/5/13 3:00:50,科技园③,深南大道 南侧,22.539522,113.943807,33,XXT,B_YH0355,34466,1,2021/5/13 2:03:16,
XBUS_00000034,2021/5/13 2:03:16,2021/5/13 3:00:50,阳台山绿道公交首末站,陶吓村云峰路 西侧,22.651566,113.999098,34,XXT,X0I0069,34467,2,2021/5/13 2:03:16,
XBUS_00000035,2021/5/13 2:03:16,2021/5/13 3:00:50,阳台山绿道公交首末站,陶吓村云峰路 西侧,22.651556,113.999091,35,XXT,X0I0069,34468,3,2021/5/13 2:03:16,
XBUS_00000036,2021/5/13 2:03:16,2021/5/13 3:00:50,龙澜观兴北路口,龙澜大道 东侧,22.704744,114.025061,36,XXT,I_GL0541,34469,1,2021/5/13 2:03:16,
XBUS_00000037,2021/5/13 2:03:16,2021/5/13 3:00:50,龙澜观兴北路口,龙观快速入口 西侧,22.703856,114.024907,37,XXT,I_GL0540,34470,1,2021/5/13 2:03:16,
XBUS_00000038,2021/5/13 2:03:16,2021/5/13 3:00:50,福安学校北,龙飞大道 东侧,22.713793,114.213005,38,XXT,F_LC0544,34471,1,2021/5/13 2:03:16,
XBUS_00000039,2021/5/13 2:03:16,2021/5/13 3:00:50,福安学校北,龙飞大道 西侧,22.713693,114.212861,39,XXT,F_LC0543,34472,1,2021/5/13 2:03:16,
XBUS_00000040,2021/5/13 2:03:16,2021/5/13 3:00:50,平湖万达广场,华南二道 西侧,22.673649,114.130158,40,XXT,F_PH0568,34473,1,2021/5/13 2:03:16,
XBUS_00000041,2021/5/13 2:03:16,2021/5/13 3:00:50,平湖万达广场,华南二道 东侧,22.673001,114.130187,41,XXT,F_PH0569,34474,1,2021/5/13 2:03:16,
XBUS_00000042,2021/5/13 2:03:16,2021/5/13 3:00:50,樟树布新村,樟富路 东侧,22.607289,114.15581,42,XXT,F_NW0361,34475,1,2021/5/13 2:03:16,
XBUS_00000043,2021/5/13 2:03:16,2021/5/13 3:00:50,樟树布新村,樟富路 西侧,22.607138,114.155694,43,XXT,F_NW0360,34476,1,2021/5/13 2:03:16,
XBUS_00000044,2021/5/13 2:03:16,2021/5/13 3:00:50,阳台山东地铁站①,布龙路辅路 南侧,22.667004,113.993397,44,XXT,I_DL0370,34477,1,2021/5/13 2:03:16,
XBUS_00000045,2021/5/13 2:03:16,2021/5/13 3:00:50,天鹅湖公交首末站,侨香路 南侧,22.543848,113.989045,45,XXT,A0B0162,34480,2,2021/5/13 2:03:16,
XBUS_00000046,2021/5/13 2:03:16,2021/5/13 3:00:50,天鹅湖公交首末站,侨香路 南侧,22.544058,113.988795,46,XXT,A0B0162,34481,3,2021/5/13 2:03:16,
XBUS_00000047,2021/5/13 2:03:16,2021/5/13 3:00:50,北圳路口,无名路 东侧,22.794468,113.966852,47,XXT,G_GM2031,34482,1,2021/5/13 2:03:16,
XBUS_00000048,2021/5/13 2:03:16,2021/5/13 3:00:50,北圳路口,无名路 西侧,22.794402,113.966872,48,XXT,G_GM2029,34483,1,2021/5/13 2:03:16,
XBUS_00000049,2021/5/13 2:03:16,2021/5/13 3:00:50,卫光生命科学园,无名路 东侧,22.798727,113.965903,49,XXT,G_GM2030,34484,1,2021/5/13 2:03:16,
XBUS_00000050,2021/5/13 2:03:16,2021/5/13 3:00:50,卫光生命科学园,无名路 西侧,22.796767,113.966488,50,XXT,G_GM2028,34485,1,2021/5/13 2:03:16,
XBUS_00000051,2021/5/13 2:03:16,2021/5/13 3:00:50,龙井地铁站②,龙珠大道 南侧,22.563599,113.975231,51,XXT,B_TY0292,34486,1,2021/5/13 2:03:16,
XBUS_00000052,2021/5/13 2:03:16,2021/5/13 3:00:50,白鸽湖文化公园,新樟路 东侧,22.694096,114.090656,52,XXT,I_gh0100,34487,1,2021/5/13 2:03:16,
XBUS_00000053,2021/5/13 2:03:16,2021/5/13 3:00:50,白鸽湖文化公园,新樟路 西侧,22.694157,114.090671,53,XXT,I_gh0099,34488,1,2021/5/13 2:03:16,
XBUS_00000054,2021/5/13 2:03:16,2021/5/13 3:00:50,凤凰城实验学校,无名路 东侧,22.730259,113.934562,54,XXT,G_GM2035,34489,1,2021/5/13 2:03:16,
XBUS_00000055,2021/5/13 2:03:16,2021/5/13 3:00:50,科农光侨路口,无名路 东侧,22.727137,113.935852,55,XXT,G_GM2037,34490,1,2021/5/13 2:03:16,
XBUS_00000056,2021/5/13 2:03:16,2021/5/13 3:00:50,科农光侨路口,无名路 西侧,22.72856,113.935309,56,XXT,G_GM2036,34491,1,2021/5/13 2:03:16,
XBUS_00000057,2021/5/13 2:03:16,2021/5/13 3:00:50,中山园北总站,华泰路 西侧,22.560842,113.925022,57,XXT,B0B0062,34492,3,2021/5/13 2:03:16,
XBUS_00000058,2021/5/13 2:03:16,2021/5/13 3:00:50,中山园北总站,华泰路 西侧,22.560486,113.925358,58,XXT,B0B0062,34493,2,2021/5/13 2:03:16,
XBUS_00000059,2021/5/13 2:03:16,2021/5/13 3:00:50,远洋新天地公交首末站,无名路 西侧,22.727311,114.257405,59,XXT,D0F0036,34494,3,2021/5/13 2:03:16,
XBUS_00000060,2021/5/13 2:03:16,2021/5/13 3:00:50,远洋新天地公交首末站,无名路 西侧,22.727403,114.257296,60,XXT,D0F0036,34495,2,2021/5/13 2:03:16,
XBUS_00000061,2021/5/13 2:03:16,2021/5/13 3:00:50,麻磡场站,无名路 西侧,22.637321,113.951414,61,XXT,B1B0072,34499,2,2021/5/13 2:03:16,
XBUS_00000062,2021/5/13 2:03:16,2021/5/13 3:00:50,远洋新天地公交首末站,无名路 西侧,22.727762,114.257744,62,XXT,D0F0036,34500,2,2021/5/13 2:03:16,
XBUS_00000063,2021/5/13 2:03:16,2021/5/13 3:00:50,远洋新天地公交首末站,无名路 西侧,22.727553,114.257974,63,XXT,D0F0036,34501,3,2021/5/13 2:03:16,
XBUS_00000064,2021/5/13 2:03:16,2021/5/13 3:00:50,远洋新天地公交首末站,无名路 西侧,22.727814,114.257686,64,XXT,D0F0036,34502,3,2021/5/13 2:03:16,
XBUS_00000065,2021/5/13 2:03:16,2021/5/13 3:00:50,远洋新天地公交首末站,无名路 西侧,22.727975,114.257512,65,XXT,D0F0036,34503,2,2021/5/13 2:03:16,
XBUS_00000066,2021/5/13 2:03:16,2021/5/13 3:00:50,莲塘地铁站,国威路 南侧,22.564084,114.175463,66,XXT,C_LT0158,34504,1,2021/5/13 2:03:16,
XBUS_00000067,2021/5/13 2:03:16,2021/5/13 3:00:50,莲塘地铁站,国威路 北侧,22.564127,114.175286,67,XXT,C_LT0157,34505,1,2021/5/13 2:03:16,
XBUS_00000068,2021/5/13 2:03:16,2021/5/13 3:00:50,平湖人民医院,双拥街 北侧,22.6975,114.131196,68,XXT,F_PH0578,34506,1,2021/5/13 2:03:16,
XBUS_00000069,2021/5/13 2:03:16,2021/5/13 3:00:50,平湖人民医院,双拥街 南侧,22.697616,114.131454,69,XXT,F_PH0585,34507,1,2021/5/13 2:03:16,
XBUS_00000070,2021/5/13 2:03:16,2021/5/13 3:00:50,深大附属华南医院,三号路 东侧,22.67536,114.144723,70,XXT,F_PH0584,34508,1,2021/5/13 2:03:16,
XBUS_00000071,2021/5/13 2:03:16,2021/5/13 3:00:50,深大附属华南医院,三号路 西侧,22.675465,114.144529,71,XXT,F_PH0583,34509,1,2021/5/13 2:03:16,
XBUS_00000072,2021/5/13 2:03:16,2021/5/13 3:00:50,双拥街地铁站,双拥街 北侧,22.698424,114.132565,72,XXT,F_PH0582,34510,1,2021/5/13 2:03:16,
XBUS_00000073,2021/5/13 2:03:16,2021/5/13 3:00:50,双拥街地铁站,双拥街 南侧,22.698203,114.132344,73,XXT,F_PH0581,34511,1,2021/5/13 2:03:16,
XBUS_00000074,2021/5/13 2:03:16,2021/5/13 3:00:50,双拥街顺昌路口,双拥街 北侧,22.699928,114.134819,74,XXT,F_PH0580,34512,1,2021/5/13 2:03:16,
XBUS_00000075,2021/5/13 2:03:16,2021/5/13 3:00:50,双拥街顺昌路口,双拥街 南侧,22.699927,114.13494,75,XXT,F_PH0579,34513,1,2021/5/13 2:03:16,
XBUS_00000076,2021/5/13 2:03:16,2021/5/13 3:00:50,麻磡场站,无名路 西侧,22.63731,113.951418,76,XXT,B1B0072,34498,3,2021/5/13 2:03:16,
XBUS_00000077,2021/5/13 2:03:16,2021/5/13 3:00:50,蛇口广场公交首末站,金世纪路 南侧,22.483956,113.931247,77,XXT,A0B0058,30028,2,2021/5/13 2:03:16,
XBUS_00000078,2021/5/13 2:03:16,2021/5/13 3:00:50,中兴通讯人才公寓公交首末站,打石一路 南侧,22.573874,113.935914,78,XXT,B0B0059,30029,2,2021/5/13 2:03:16,
XBUS_00000079,2021/5/13 2:03:16,2021/5/13 3:00:50,中兴通讯人才公寓公交首末站,打石一路 南侧,22.573766,113.936032,79,XXT,B0B0059,30030,3,2021/5/13 2:03:16,
XBUS_00000080,2021/5/13 2:03:16,2021/5/13 3:00:50,上李朗科技园总站,平吉大道 南侧,22.655821,114.127344,80,XXT,A1F0011,30031,2,2021/5/13 2:03:16,
XBUS_00000081,2021/5/13 2:03:16,2021/5/13 3:00:50,上李朗科技园总站,平吉大道 南侧,22.656138,114.1273,81,XXT,A1F0011,30032,3,2021/5/13 2:03:16,
XBUS_00000082,2021/5/13 2:03:16,2021/5/13 3:00:50,天汇城首末站,无 西侧,22.775252,113.893383,82,XXT,X0G0017,30076,2,2021/5/13 2:03:16,
XBUS_00000083,2021/5/13 2:03:16,2021/5/13 3:00:50,天汇城首末站,无 西侧,22.775252,113.893383,83,XXT,X0G0017,30077,3,2021/5/13 2:03:16,
XBUS_00000084,2021/5/13 2:03:16,2021/5/13 3:00:50,天汇城首末站,金安东一路 西侧,22.774659,113.893215,84,XXT,X0G0017,30078,2,2021/5/13 2:03:16,
XBUS_00000085,2021/5/13 2:03:16,2021/5/13 3:00:50,天汇城首末站,金安东一路 西侧,22.774384,113.894121,85,XXT,X0G0017,30079,3,2021/5/13 2:03:16,
XBUS_00000086,2021/5/13 2:03:16,2021/5/13 3:00:50,天汇城首末站,金安东一路 西侧,22.774705,113.8936,86,XXT,X0G0017,30104,2,2021/5/13 2:03:16,
XBUS_00000087,2021/5/13 2:03:16,2021/5/13 3:00:50,天汇城首末站,金安东一路 西侧,22.774705,113.8936,87,XXT,X0G0017,30105,3,2021/5/13 2:03:16,
XBUS_00000088,2021/5/13 2:03:16,2021/5/13 3:00:50,天汇城首末站,金安东一路 西侧,22.774705,113.8936,88,XXT,X0G0017,30106,2,2021/5/13 2:03:16,
XBUS_00000089,2021/5/13 2:03:16,2021/5/13 3:00:50,天汇城首末站,金安东一路 西侧,22.774705,113.8936,89,XXT,X0G0017,30107,3,2021/5/13 2:03:16,
XBUS_00000090,2021/5/13 2:03:16,2021/5/13 3:00:50,天汇城首末站,金安东一路 西侧,22.775252,113.893383,90,XXT,X0G0017,30108,3,2021/5/13 2:03:16,
XBUS_00000091,2021/5/13 2:03:16,2021/5/13 3:00:50,天汇城首末站,金安东一路 西侧,22.774414,113.894032,91,XXT,X0G0017,30109,2,2021/5/13 2:03:16,
XBUS_00000092,2021/5/13 2:03:16,2021/5/13 3:00:50,石龙公交场站,无名路 西侧,22.697863,113.975433,92,XXT,A1E0046,30114,3,2021/5/13 2:03:16,
XBUS_00000093,2021/5/13 2:03:16,2021/5/13 3:00:50,石龙公交场站,无名路 西侧,22.697863,113.975433,93,XXT,A1E0046,30115,2,2021/5/13 2:03:16,
XBUS_00000094,2021/5/13 2:03:16,2021/5/13 3:00:50,石龙公交场站,无名路 西侧,22.697498,113.976518,94,XXT,A1E0046,30116,2,2021/5/13 2:03:16,
XBUS_00000095,2021/5/13 2:03:16,2021/5/13 3:00:50,石龙公交场站,裕丰路 西侧,22.69837,113.97668,95,XXT,A1E0046,30117,3,2021/5/13 2:03:16,
XBUS_00000096,2021/5/13 2:03:16,2021/5/13 3:00:50,石岩建工基地,无名路 西侧,22.707335,113.960537,96,XXT,A0E0167,30123,2,2021/5/13 2:03:16,
XBUS_00000097,2021/5/13 2:03:16,2021/5/13 3:00:50,坑梓汽车站总站,无名路 西侧,22.743135,114.364766,97,XXT,D1H0017,30777,3,2021/5/13 2:03:16,
XBUS_00000098,2021/5/13 2:03:16,2021/5/13 3:00:50,龙光城总站,无名路 南侧,22.730341,114.417197,98,XXT,D0H0017,30778,2,2021/5/13 2:03:16,
XBUS_00000099,2021/5/13 2:03:16,2021/5/13 3:00:50,龙光城总站,无名路 南侧,22.730298,114.417233,99,XXT,D0H0017,30779,3,2021/5/13 2:03:16,
XBUS_00000100,2021/5/13 2:03:16,2021/5/13 3:00:50,石龙公交场站,裕丰路 西侧,22.698734,113.976729,100,XXT,A1E0046,30786,2,2021/5/13 2:03:16,
XBUS_00000101,2021/5/13 2:03:16,2021/5/13 3:00:50,石龙公交场站,裕丰路 西侧,22.698654,113.97674,101,XXT,A1E0046,30787,3,2021/5/13 2:03:16,
XBUS_00000102,2021/5/13 2:03:16,2021/5/13 3:00:50,龙田吓陂村公交总站,吓陂路 西侧,22.763208,114.353153,102,XXT,D0H0016,30788,2,2021/5/13 2:03:16,
XBUS_00000103,2021/5/13 2:03:16,2021/5/13 3:00:50,茶光路总站,无名路 西侧,22.567096,113.943951,103,XXT,A1B0021,30697,3,2021/5/13 2:03:16,
XBUS_00000104,2021/5/13 2:03:16,2021/5/13 3:00:50,茶光路总站,无名路 西侧,22.567096,113.943849,104,XXT,A1B0021,30698,2,2021/5/13 2:03:16,
XBUS_00000105,2021/5/13 2:03:16,2021/5/13 3:00:50,翠幽观盛一路口,翠幽路 北侧,22.683751,114.059338,105,XXT,I_gh0092,30699,1,2021/5/13 2:03:16,
XBUS_00000106,2021/5/13 2:03:16,2021/5/13 3:00:50,翠幽观盛一路口,翠幽路 南侧,22.684087,114.058485,106,XXT,I_gh0091,30700,1,2021/5/13 2:03:16,
XBUS_00000107,2021/5/13 2:03:16,2021/5/13 3:00:50,人民东路坪山大道口,人民东路 西侧,22.755804,114.406109,107,XXT,H_KZ0457,30701,1,2021/5/13 2:03:16,
XBUS_00000108,2021/5/13 2:03:16,2021/5/13 3:00:50,澳城花园,后海滨路 西侧,22.487848,113.939662,108,XXT,B_SK0137,30702,1,2021/5/13 2:03:16,
XBUS_00000109,2021/5/13 2:03:16,2021/5/13 3:00:50,人民东路坪山大道口,人民东路 东侧,22.756682,114.406375,109,XXT,H_KZ0455,30703,1,2021/5/13 2:03:16,
XBUS_00000110,2021/5/13 2:03:16,2021/5/13 3:00:50,福宁总站,杨田路 西侧,22.736474,114.272072,110,XXT,A1F0047,31304,3,2021/5/13 2:03:16,
XBUS_00000111,2021/5/13 2:03:16,2021/5/13 3:00:50,福宁总站,杨田路 西侧,22.736555,114.272058,111,XXT,A1F0047,31305,2,2021/5/13 2:03:16,
XBUS_00000112,2021/5/13 2:03:16,2021/5/13 3:00:50,福宁总站,杨田路 西侧,22.736474,114.272072,112,XXT,A1F0047,31306,3,2021/5/13 2:03:16,
XBUS_00000113,2021/5/13 2:03:16,2021/5/13 3:00:50,福宁总站,杨田路 西侧,22.73648,114.272071,113,XXT,A1F0047,31307,2,2021/5/13 2:03:16,
XBUS_00000114,2021/5/13 2:03:16,2021/5/13 3:00:50,福宁总站,杨田路 西侧,22.736489,114.272069,114,XXT,A1F0047,31308,3,2021/5/13 2:03:16,
XBUS_00000115,2021/5/13 2:03:16,2021/5/13 3:00:50,下沙总站,无名路 西侧,22.527139,114.021557,115,XXT,B0A0023,31309,2,2021/5/13 2:03:16,
XBUS_00000116,2021/5/13 2:03:16,2021/5/13 3:00:50,下沙总站,无名路 西侧,22.526577,114.021783,116,XXT,B0A0023,31310,3,2021/5/13 2:03:16,
XBUS_00000117,2021/5/13 2:03:16,2021/5/13 3:00:50,下沙总站,福荣路 南侧,22.527242,114.021679,117,XXT,B0A0023,31311,2,2021/5/13 2:03:16,
XBUS_00000118,2021/5/13 2:03:16,2021/5/13 3:00:50,下沙总站,福荣路 南侧,22.526601,114.021893,118,XXT,B0A0023,31312,3,2021/5/13 2:03:16,
XBUS_00000119,2021/5/13 2:03:16,2021/5/13 3:00:50,下沙总站,福荣路 南侧,22.527319,114.021581,119,XXT,B0A0023,31313,3,2021/5/13 2:03:16,
XBUS_00000120,2021/5/13 2:03:16,2021/5/13 3:00:50,科苑南公交总站,高新南十一道 南侧,22.5243,113.946277,120,XXT,A0B0035,31314,3,2021/5/13 2:03:16,
XBUS_00000121,2021/5/13 2:03:16,2021/5/13 3:00:50,科苑南公交总站,高新南十一道 南侧,22.524304,113.946543,121,XXT,A0B0035,31315,2,2021/5/13 2:03:16,
XBUS_00000122,2021/5/13 2:03:16,2021/5/13 3:00:50,大浪时尚小镇西公交场站,浪花路 西侧,22.696157,113.984002,122,XXT,A1I0028,31316,3,2021/5/13 2:03:16,
XBUS_00000123,2021/5/13 2:03:16,2021/5/13 3:00:50,大浪时尚小镇西公交场站,无名路 西侧,22.69623,113.983954,123,XXT,A1I0028,31317,2,2021/5/13 2:03:16,
XBUS_00000124,2021/5/13 2:03:16,2021/5/13 3:00:50,盐田北公交总站,永安北一街 南侧,22.596683,114.239905,124,XXT,A1D0004,31318,2,2021/5/13 2:03:16,
XBUS_00000125,2021/5/13 2:03:16,2021/5/13 3:00:50,盐田北公交总站,永安北一街 南侧,22.596729,114.239875,125,XXT,A1D0004,31319,3,2021/5/13 2:03:16,
XBUS_00000126,2021/5/13 2:03:16,2021/5/13 3:00:50,大浪时尚小镇西公交场站,无名路 西侧,22.69623,113.983954,126,XXT,A1I0028,31320,2,2021/5/13 2:03:16,
XBUS_00000127,2021/5/13 2:03:16,2021/5/13 3:00:50,大浪时尚小镇西公交场站,无名路 西侧,22.696064,113.984043,127,XXT,A1I0028,31321,3,2021/5/13 2:03:16,
XBUS_00000128,2021/5/13 2:03:16,2021/5/13 3:00:50,大浪时尚小镇西公交场站,无名路 西侧,22.696067,113.984042,128,XXT,A1I0028,31322,2,2021/5/13 2:03:16,
XBUS_00000129,2021/5/13 2:03:16,2021/5/13 3:00:50,大浪时尚小镇西公交场站,无名路 西侧,22.696065,113.984042,129,XXT,A1I0028,31323,3,2021/5/13 2:03:16,
XBUS_00000130,2021/5/13 2:03:16,2021/5/13 3:00:50,清丽路总站,无名路 西侧,22.674014,114.060602,130,XXT,,29308,3,2021/5/13 2:03:16,
XBUS_00000131,2021/5/13 2:03:16,2021/5/13 3:00:50,皇岗口岸临时公交总站,同庆路 南侧,22.522981,114.074007,131,XXT,,29309,3,2021/5/13 2:03:16,
XBUS_00000132,2021/5/13 2:03:16,2021/5/13 3:00:50,皇岗口岸临时公交总站,百合路 南侧,22.523725,114.074351,132,XXT,,29310,2,2021/5/13 2:03:16,
XBUS_00000133,2021/5/13 2:03:16,2021/5/13 3:00:50,皇岗口岸临时公交总站,同庆路 南侧,22.523645,114.074241,133,XXT,,29311,2,2021/5/13 2:03:16,
XBUS_00000134,2021/5/13 2:03:16,2021/5/13 3:00:50,皇岗口岸临时公交总站,同庆路 南侧,22.523647,114.074242,134,XXT,B0A0045,29312,3,2021/5/13 2:03:16,
XBUS_00000135,2021/5/13 2:03:16,2021/5/13 3:00:50,皇岗口岸临时公交总站,同庆路 南侧,22.523141,114.074063,135,XXT,B0A0045,29313,3,2021/5/13 2:03:16,
XBUS_00000136,2021/5/13 2:03:16,2021/5/13 3:00:50,皇岗口岸临时公交总站,百合路 南侧,22.523721,114.074367,136,XXT,B0A0045,29314,2,2021/5/13 2:03:16,
XBUS_00000137,2021/5/13 2:03:16,2021/5/13 3:00:50,皇岗口岸临时公交总站,同庆路 南侧,22.523643,114.07424,137,XXT,B0A0045,29315,2,2021/5/13 2:03:16,
XBUS_00000138,2021/5/13 2:03:16,2021/5/13 3:00:50,福田交通枢纽公交场站,无名路 西侧,22.532063,114.011066,138,XXT,,29316,3,2021/5/13 2:03:16,
XBUS_00000139,2021/5/13 2:03:16,2021/5/13 3:00:50,福田交通枢纽公交场站,无名路 西侧,22.532147,114.01112,139,XXT,,29317,2,2021/5/13 2:03:16,
XBUS_00000140,2021/5/13 2:03:16,2021/5/13 3:00:50,福田交通枢纽公交场站,金顺路 南侧,22.531803,114.011262,140,XXT,,29318,2,2021/5/13 2:03:16,
XBUS_00000141,2021/5/13 2:03:16,2021/5/13 3:00:50,福田交通枢纽公交场站,白石路 南侧,22.532941,114.010942,141,XXT,,29319,3,2021/5/13 2:03:16,
XBUS_00000142,2021/5/13 2:03:16,2021/5/13 3:00:50,坪山碧岭总站,无名路 南侧,22.663878,114.306331,142,XXT,A1H0003,29320,2,2021/5/13 2:03:16,
XBUS_00000143,2021/5/13 2:03:16,2021/5/13 3:00:50,坪山碧岭总站,无名路 南侧,22.66393,114.306475,143,XXT,A1H0003,29321,3,2021/5/13 2:03:16,
XBUS_00000144,2021/5/13 2:03:16,2021/5/13 3:00:50,宝龙南总站,无名路 西侧,22.695098,114.312902,144,XXT,D1F0123,29322,3,2021/5/13 2:03:16,
XBUS_00000145,2021/5/13 2:03:16,2021/5/13 3:00:50,宝龙南总站,无名路 西侧,22.695068,114.312877,145,XXT,D1F0123,29323,2,2021/5/13 2:03:16,
XBUS_00000146,2021/5/13 2:03:16,2021/5/13 3:00:50,福田南总站,无名路 西侧,22.534505,114.077329,146,XXT,B0A0035,29330,3,2021/5/13 2:03:16,
XBUS_00000147,2021/5/13 2:03:16,2021/5/13 3:00:50,动物园总站,无名路 西侧,22.595712,113.966117,147,XXT,A0B0018,29332,2,2021/5/13 2:03:16,
